en	2879	"us. Now that contact was likely, it was obvious that the Battalion was better clear of the wood, and Col. Alexander withdrew the men in small parties southwards some 300-400 yards to the Bouvancourt-Fismes Road, which was lined. Here, with an excellent field of fire, our men gave the enemy a merry time when sorties were made from the woods ; on our right the 9th K.O.Y.L.I, came into line with the remnants of the Divisional Pioneers, and a stand was made for some time. On our left, the enemy flares, indicating his line of advance, could be seen to be near Pévy, ij miles to our left rear. Under extreme pressure, the 1st East Yorkshire Regt. withdrew to an entrenched spur near St. Joseph's Farm, about | mile southwards, about midday. At 2 p.m. a French mitrailleuse Company came to our assistance, and as our ammunition was practically exhausted and we were out of touch with our supply service, they covered our withdrawal. Our strength was about 40 all ranks. Capt. Green of C Company joined us, wounded, from the French, as the "" Battalion "" was moving back towards Trigny. Here was located Brigade H.Q., who were preparing to move to Muizon, a small village on the south bank of the River Vesle, 3 or 4 kilometres south of Trigny. The latter place was in the utmost confusion. Red Cross cars evacuating wounded, civilians hurriedly departing, troops rushing to and fro, the village being shelled heavily all the time by the Germans. About ioo other ranks' reinforcements awaited us here, and fresh supplies of ammunition, etc., were to hand. The remnants of the 9th K.O.Y.L.I, and 15th D.L.I, were fiercely contesting a line on the heights running west of Trigny, and the 1st East Yorkshire Regiment reorganised in the valley below. The fighting died down as darkness came on and during the night all the scattered elements of the 64th Brigade and a section of R.E.s were withdrawn and they crossed the bridge over the River Vesle in Muizon just as dawn was breaking. These troops were placed under Col. Alexander. The situation was getting desperate and asjhe enemy had crossed the River Vesle at Jonchery, four miles to our left, the river line could not long be held. The French about Rheims were still holding fast, but our,left flank was in the air. Muizon was evacuated of British troops, principally of our own division, and our Battalion H. Q. were located in a small copse on the Rheims-Fismes Road, about | mile S.W. of Muizon, and about 600 yards south of the River Yesle. Our main line of resistance was the line of the main road and posts of observation were established near the river. Our battalion, a strange admixture of East Yorks, K.O.YX.I.s, D.L.I.s, N.F.s, etc., about 250 in all, each party grouped together under an officer and used as a platoon, occupied a 400 yards /m/>£ria/ Way Afi/seww] THE FRENCH WERE [Groom Co/>j/»""»j»A/ 1, HOLDING FAST."		
en	202	ÏAL SIR CHARLES H. HARINGTON (NOW G.O.C. OF THE ALDERSHOT COMMAND), WHO HAS SUCCEEDED THE LATE FIELD-MARSHAL VISCOUNT PLUMER AS PRESIDENT OF THE YPRES LEAGUE. [ZJv Aim/ /vrttiissiön o/ ƒ. RhssWJ ê- Som.		
fr	1944	On lit dans la parlie oflicielle de la Ce tuaiiu a 8 heures, S. A. R. la princesse Marianne, épouse du prince Albert de P,russe, est accoucbée d'une princesse, a la joie de S. M. et de toute la rnaison royale. Cel evenement a été annonce aux habiians par uue salve d'anillerie. - Ou éciil des fiouliéres d'Iialie, Ie 10 mai: On apprend que lëducde Modène'a refuse la main d'uue de ses Olies a doii Miguel. Les princesses de Modèue tie sum pas seul< ment belles et airoables, mais elles possèdenl en 0111re des richesses considerables ei feraienl, sous ce rapputt, un excellent parli. Ce refus doit done avoir été d'nutanl plus toucbnnt pour don Miguel qu'il n'a ernpoilé du Portugal que quelques diamans. - Oü écril de fioioschau, Ie 3 mai: I-e moib de mai nous amène des liules nombreus, Un corps de troupes russes, fort de 3ooo hommes, qui faisail parlie de la forteresie de Sillutrie, eM eptré sur Ie (erritoire de Moldavië pour retour Der en Russie; il passawle Pruib par un ponion qui sera jeté sur opte rivière pres de Leowa, pour aller aiusi«B Bessarabie. Le resle de la garnisou d&JÏ&istrie suivra bienlót, et alors les envinesdu Danube seronl etaièrement évacués par les troupes russes. Jassy est lempli d'offfcsers russes, qui quiileul les principauiés a regret. Le baron Ruckmann est aussi è Jassy. ( Gaze/te rf'^Y«gsAo«/y.) - On lit dans le ilfo/u'/eu/' o/Zocto/j, du a8 avril: « Aux lermes d'une des clauses du traiié entre 1'empire Ottoman et la Russie, une somroe fixe devail êlre payee par la Turquie a cetle deinière dansun certain espace de temps. Cetie dette ayaoi été acquitté, a la satisfaction des deux états, les liens d'amitié qui les unissaienl déja vont se resseirer encore davantage, et la place de Sillislrie qui avait élé livrée a Toccupation russe, comme caution de 1'iulégrité du paiement, vient d'etre resiituée par eux è la Turquie, aiosi que la chose avait éié convenue. » - Uue découverte d'une portee immense		
fr	1937	"Dans sou numero du 24 Octobre dernier, Ie /ovrnal rf* Jjom fait connaitre a ses lecteurs que lea scrutins dea 14 et 21 Octobre assureut pour toujours 1'existence de la majorité et du ministère catholiques. C'est aller un peu vite en besogne, d'autant plus que d'ici, deux ans, cette majorité enorme pourrait facilement se fondre. Mais il faut pardonner au i/imte«r de 1'Hótel de Viile sa sotte vantardise; elle n'est que 1'eflet du champagne de la veille. Vous savez, quand Henrietje a bu, toute la.... redaction est ivre. Découpé dans la (7Aro«^w«, parfois moins bien inspirée: « Chaque jour apparaissent aux vitrines des libraires des romans de tons les genres et de tous les formats. G'est une avalanche d'études psychologiques d'un intérêt mediocre et d'une incroyable présomption. 11 n'est plns rien de neuf dans Ie roman contemporain. Les sajets font défaat, les affabulations manquent de relief ; tout ce que l'on écrit tient du procédé. N'est-il point temps de faire Ie proces a tous ces fabricants de romans qni empoisonnent Ie monde de leurs productions malsaines et fatigantes ? Il faut mettre dans Ie mêine tas les psychologues et les réalistes, pour en revenir au plus töt aux superbes envolées des écrivains d'autrefois et aux compositions géniales des admirables artistej qui ont rénové 1'art d'écrire et de penser. C'est a cette condition seule que nous formerons des generations véritablement intelligentes et vigoureuses. C'est en exaltant Ie patriotisme, 1'art, Ie dévoüment, la vraie tendresse et les nobles sacrifices que nous pourrons lutter contre Ie scepticisme qui nous dévore et Ie je m'en...fichi3me qui est la lèpre de la jeunesse moderne. * On ne saurait mieux dire et la CAroJwj'Ks a dix fois raison. Les grands écrivains des XVII"" et XVIII"" siè-cles, pour ne parier que des modernes, la jeanesse contemporaine les ignore, et c'est a peine si el Ie a quelque notion des maitres sty list es du XIX«. Triste !"		
fr	1929	VÉRITABLES TRUFFES Iraïches du Périgord, qualité extra, a 20 frams Ie kilo net, rendues /ranco k la gare la plus pres du destinataire. TRÜPPE8 conserves du Périgord, a 25 francs Ie kilo net, rendne /npco a la gare la plus pres du destinalain . Afin de nous éviter les frais trop onéreux de retour d'argent, uous invitovös nos clients de faire suivie Ie montant de la commande, en nous donnant des ordres d'expédition. Oonner tres lisiblement ses noms et adresses. — On demande de sérieux représentants, tres bonne commission. POÜZALGUE, a Vitvy, pres PABIS. A VENDRE a des conditions très-avantagcuses UNE DE MAITRE, AVECPORTE-COCHÈRE, AUTRES DEPENDANCES ET JAEOIN, d'une superficie de 12 ares 60 cent., située a YPRES, BUE CARTON, N° 11. Cette Maison est a vendre avec ou sans les trois Maisons y attenantes du cóté de la Porte des Récollets. A s'adreaser rue de Thourout, n° 25. GUÉRISON CERTAINE POUDRES ET CIGARETTES SCOUFLAI&E-PHARMACIEN A ATH, q^ui envoie gratis et pbakco échautillons et prospectus oü on lira de tres beaux certificats de médecins. Medailles d'Or aux expositions. DÉPÓT A YPRES I Pharmacie du D' STASSI», et toutes les Pharmacies bien tenues. UNE DAME D'UN CERTAIN AGE, sachant quatre langues, desire place comme dame de compagnie. S'adresser au bureau du journal. Fr. 1 50 (7e /Jacon; 2 Pr 50 fie /toco» dowWeJ k PLUS DE c//£T£tf;r e/?/5/// Le Nouveau London fa /;ase L ^e^a/e; fait disparaike infailliblement cheveux gris. Rend cheveux doux et brillants. Arrète la chute et n'est pas teinture. (£x^6/- foujours cou/eur ft/-une du muctteae En venle ciiez la V' Ommeslagh-Podevyn, Grand'Place, en face du Marché Couvert, et chez Vermeulen-Joos, rue au Beurre, Ypres. enlève pellicules et qui n'est pas teinture. UNEPERSONNE, disposant de deux heures par jour, VOUDRAIT DONNER DES LECONS DE DESSIN. PRIX MODÉRÉ. S'adresser rue des Récollets, 3, Ypres. Imprimerie de LAMBIN-MATHÉE, rue au Beurre, 20, Ypres.		
fr	1825	"Transports el Déménagements par Voiture on Auto - tapfstière CORBILLARD POUR TOUS PAYS AUTOS DE LUXE pour toutes cérémonies et excursions. CORNETTE FRÈRES Place de la Care - YPRES — Telephone N"" 50 — Maison renominée depuis longue date. et se tenant A la disposition de ses clients jour et nuit. -— Tous reaseignements pour Ie déménagement pour 1'étranger Oud bekend huis; stelt zich ten alle tijde, dag en nacht ter beschikking van de kalanten. — Alle inlichtingen er het verhuizen naar den vreemde. Voor uwe Portretten wendt U tot het vermaard huis DU HAM EEUW — PHOTOGRAAF 19, Tempelstraat, 19, YPER - Tel. 170 Begeeft zich ten huize voor alle photowerken huwelijken en familiegroepen. Al het werk is gewaarborgd - Spoedige uitvoeriag. — Open op Zon- en wekedagen. — VERVOER - VERHUIZINGEN in binnen- en buitenland met AUTO TAPISSIÈRE Claeyssens-Titeca 118, Dickebuschsteenweg, 118 YPER Telefoon 189 Verzorgd werk. Matige prijzea. BUVEZduTHÉ | DRINKT THEE « COODRO » Le Thé de Chine De Chineesche Thee c COODRO », produit «COODRO» de qualité supérieure. 1""'' kwaliteit product. EN VENTE : TE KOOP : Drogaerie GAIHANT F"" Drogerij rue de Menin — 10 — Meenenstraat YPRES IEPER PISTIL.LERIE DU ROYAL AM ER Maison fondée en 1840 Vinset Liqueurs DE PREMIER CHOIX GROS DEMI - GROS Dumortier & Blomme 482 & 484, Boulevard Borkstael Devenu Avenue Jean Sobieski, 46-48 BRUXELLES - LAEKEN (IP District) Telephone 26.10.84 Agent pour les Flandres Madame Veuve Maurice DUMORTIER Chaussée de Furnes, YPRES (Hoekje) GRANDES SPÉCIALITÉS Veritable Cassis de Dijon (Liqueur) Crème de Cassis de Dijon (Non Liqueur» Amer Lion — Royal Amer Oxygénée (Dumortier & Blomme) Oude Beste Klare et Fine Champagne Mai Sirops pur Fruits et pur Sucre ••• MONOPOLES Schiedam Weiland, Rotterdam — Cognac Delvihe & C"" — -— Demandez Prix - Courant Détaülé. —"		
fr	1814	État-Civil (TYpres. Declarations du 14 au 21 Janvier 1910. Naissances : Verhelle, André, chaussée de Fumes. — Hoflat-k, Henri, rue de Lille. — Veniuyn, Marietta, Nouveau Chemin Sf Jacques. — Üebruyne, Leon, rue des Chieiks. — Vermiuck, Marguerite, rue Basse. — D^roo,  Georges, chaussée de Dickebusch. Manages : Ingels, Adolphe, et Hoet, Jeanne, colpor teurs, tous deux a Ypres — Verhelst, Henri, ouvrier agricole, veuf de. Hoornaert, Marie, et Demey, Joanne, dentellière. veuve. de Angillis, Leonard, tous deux a Ypres. — Marreceau. Isidore, peintre,aNeuve E^li-e, et Thahon, Marie,' servante, a Yprus. — Vanhove, Jean, mouleur a Jette-St-Pierre, et Becquaert, Julie, sans profession, a Ypres. — Deberdt, Eraille. forgeron, a St Jean, et Verbeke, Marie, servante, a Ypres. — Stratsaert, Théophile-, commercant, a Becelaere, et Stragier, Eugenie, bootiquière, veü\é de Banckaert, Güstave, a Ypres — Derudder, Tnomas, rnusicien arabalapt, et Hahn, Marie, dentellière, tous deux a Ypres. Décès : Decraemer, Marie, 13 jours, rue des Tuiles. — Notredame, Beatrice, 69 ans, sans profession, veuve de Planqueel, Pierre, chaussée- de Poperinghe — Vantomrne, Julienne, 78 ans, sans profession, célibataire, chaussée de Poperinghe. — Knockaert, Gustave, 1 mois, rue Eigenheerd — Kerck hof, Brunon, 82 ans, sans profession, veuf ^e Parmentier, Rosalie, rue Longue de Tho'irout. — Degraeve, Pierre, 87 ans, sans prrfession, veuf de Deweerdt, Rosalie, rue de Lille. — Durez, Eugenie, 70 ans, sans profession, célibataire, chaussée de Poperinghe. — Pauwels, MathiUw, 57 ans, sans profession, célibataire, rue de la Boule. — Rcffiien, Louis, 76 ans, joutnalier, veuf de Demey, Barbe, rue des Tuiles — Verhapge, Louis, 71 ans, ouvrier, époux de i Lantshe«re, Louise, chaussée de Lille -1 Tiberyhein, Louis, 1 moi.», rue d« Lille.		
fr	1811	"Gamma De liciikclan'. ChocolaI au lait parfait. Luudi 14 c», vors G heuren du soir, dans nne habitation situéa sur la place de cette commune, la petite Emma Lesage agée de 10 ans, jouait dans une ehambre éclairée par une lampe a pé-trole se troiivant sur la commode. Une de ses soeurt), moins agée, du nom de Martha, désirant prendre un objet place sur co mouble, grimpa sur nue chaise afin d'arriver a la tablette et renversa, par megarde, la lampe a pétrole. Eu tombant a torre, a cötó de la petito Emma, la lampe rit explosion et la fillette fut aussitöt eutoi.rée de tiamnn-s. La t'i'mtiif Lesage accourut vers son enfaut, affolée, elle l'emporta au dehora en appelaut au seconrs. Heureusement, Emile Deboeut, facteiir den postep, 8e précipita.B'ir la fillotte et aidé du büucher Wilde, il entoura l'enfant de son cabau pour étouft'^r lesflammes. La tualheureusö tiiletto est graveuient b>""uléo a la tête, aux u.iuus, aux jambes et mir tout Ie corps. Au moment d>j mettre sous press-e, nous apprenons que Ie petite Emma vient de succotnber. Charles V^rmeei-cn, mieux coniiii sous Ie noui do Karel Gits, agé de 75 ars, a été victnne, Mercrtrji soir, d'un vol do 13U0 francs. 11 hm vantait souvent d avoir uub certaino fortune et des in dividiitt connaisaant probablement les habitudes de Karel Gn«, out profité de son absence, pour s'lntrodnire dans sa demeureet pourloi dérober line bourse coutenant 13< '0 fiancs en pièceo do 5 francs. On ue s'expliqno [>is, de quell» fagon, les voleurs sü ücnt, int-rodiiits dans cette habitation oil' l>i seirure de la porte d'outréa et cel Ie tin coftre n'é-taient pas fractnrées.Ce quil y,a de curieux, c't'6t qa'nne autre bourse coutenant environ 2,100 fr. a été trouvée intacte, ü'est en rentrünt chez lui, vers huit henres du soir, qae Karel Gits a constate ie vol."		
fr	1724	"POISSONNERIE \ll K\Ï\Y - PAUWELS, YPRES J'ai l'honneur de vous informer de l'époque de la nouvelle saison des UuiTRBS. Jepuis actuellement vous fournir des Huttres de 10 a 18 fr. Hullres Burnham natives. Huitres Impériales 1"" quahté. flultres de Zélande, 1"" qualité. Huttres Anglaises royales, üuttres d'Ostende. Huttres Anglaises dites «Westports». Toutes ces fluttres sont prises au 100, sauf !es Huttres royales Anglaises et les flultres d'Ostende dont ma maison sera toujours pourvue et que je vends en gros et en détail au prix de 12 et de 15 fr. Je puis également vous fournir des gros Homards de Bretagne et des Langoustes vivantes, du Turbot, du Saumon et tout aulre poisson de mer. N. 13. 4 /a rfemawrfe des c/ienfs je «e renctó d domici/e powr e'cat'//er /e« Le Secours. COMPAGNIE d ASSUKAKGE contre les accidents DE TOUTE NATURE. Capital 10,000,000 fr». individuelle, Collective, Agricole, V oapeurs [Jumpier». La respooaabilité ( Patrons Civile (Pharmac'*"""" [/explosion des générateurs, Assurance Des accidents des chevaux et conlre voitures, Les bris des glaces, Accidents de chasses, Accidents des vélocipédistes. Pour tous renseignements s'adresser a M. Arthur Boom, agent general a Coraines. Foiis foils gut sow/fras d' OPPRESSIONS BRONCHITE CHRONIQUE écrivez a M. ESCOUFLAIRE, pharmacien a Ath, et il vous onverra, GBATis et feanco uiie boite d'essai de 3es excellents remèdes Poudres et Cigarettes Escouflaire ainsi qu'un prospectus oil vous pourrez lire des certiticats de guérisons et de QombreuBes approbations médicales. Medailles d'Ok aux expositions. DEPOT A YPRES : Pharmacie BECUWE et DONCK, pharmacien (Pharmacie Veys) et toutes les Pharmacies bien temies. MEN VRAAGT EEN ten bureclc van dit blad."		
fr	1718	La rage des cléricaux pour tout ce qui touche de pres ou de loin a 1'enseignement offlciel ne connaït plus de bornes et, comme des véritables sauvages, ils ne rêvent qu'a démolir tout ce qui rappelle les anciennes lois scolaires. A Poperinghe en particulier MM. Vanden Berghe et le ridicule personnage qui porte nom de Félix, se distinguent d'une maniere toute particuliere dans eette triste besogne. Nos lecteur s se rappelleront encore qu'en 1879, lors de la creation de Pécole des filles, l'académie de dessin qui se trouvait installée dans les anciens locaux de 1'éeole communale, fut transferee dans une des dependances de 1'école de S^ Michel. Ce déplacement n'avait pu se faire qu'après une opposition des plus vives de Ia part des valets de notre clergé. Aussi ne se sont-ils pas fait faute de saisir la première occasion qui s'est présenlée pour prendre leur revanche, tout Ie mobilier qui se trouvait encore a 1'ancienne école communale des filles, qu'ils ont convertie de nouveau en école de dessin, fut impitoyablement détruit. C'était un triste spectacle que de voir nos fanatiques énergumènes présider a la demolition de ce beau ino bilier scolaire et ce pour en faire servir les debris a la nouvelle installation de notre académie. Parmi ceux qui se complaisaient Ie plus dans cette triste besogne. Ie nasipède Félix, qui ne ramassa que des buses a 1'université, se distingua d'une maniere tellement violente qu'un catholique, connu par sa sage tolerance, (il y en a encore dans notre ville) ne put s'empêcher d'exprimer son indignation a un passant. Ces gens sont fous, dit-il, et, après avoir assisté a la scène de vandalisme dont je viens d'etre témoin, je comprends qu'il y ait des révolutionnaires.		
